"","First","Second","p","weight"
"MONOperLEUxOTHER","MONOperLEU","OTHER",0.7608,1507.66666666667
"MONOperLEUxPROSTATE","MONOperLEU","PROSTATE",0.6945,863
"MONOperLEUxORCHIDECTOMY","MONOperLEU","ORCHIDECTOMY",0.6823,833.166666666667
"MONOperLEUxPROSTATECTOMY","MONOperLEU","PROSTATECTOMY",0.6681,1349.5
"MONOperLEUxLYMPHADENECTOMY","MONOperLEU","LYMPHADENECTOMY",0.6881,2205.33333333333
"MONOperLEUxBILATERAL_ORCHIDECTOMY","MONOperLEU","BILATERAL_ORCHIDECTOMY",0.6353,1098
"MONOperLEUxPRIOR_RADIOTHERAPY","MONOperLEU","PRIOR_RADIOTHERAPY",0.6662,1399.33333333333
"MONOperLEUxANALGESICS","MONOperLEU","ANALGESICS",2e-04,3206.33333333333
"MONOperLEUxANTI_ANDROGENS","MONOperLEU","ANTI_ANDROGENS",0.6574,1601
"MONOperLEUxGLUCOCORTICOID","MONOperLEU","GLUCOCORTICOID",0.7452,1158.83333333333
"MONOperLEUxGONADOTROPIN","MONOperLEU","GONADOTROPIN",0.7562,743.833333333333
"MONOperLEUxBISPHOSPHONATE","MONOperLEU","BISPHOSPHONATE",0.7061,2185.33333333333
"MONOperLEUxCORTICOSTEROID","MONOperLEU","CORTICOSTEROID",0.5077,2364
"MONOperLEUxIMIDAZOLE","MONOperLEU","IMIDAZOLE",0.7009,1751.66666666667
"MONOperLEUxACE_INHIBITORS","MONOperLEU","ACE_INHIBITORS",0.2012,1871.33333333333
"MONOperLEUxBETA_BLOCKING","MONOperLEU","BETA_BLOCKING",0.7147,945.666666666667
"MONOperLEUxHMG_COA_REDUCT","MONOperLEU","HMG_COA_REDUCT",0.7409,1652.66666666667
"MONOperLEUxESTROGENS","MONOperLEU","ESTROGENS",0.4887,2419.33333333333
"MONOperLEUxANTI_ESTROGENS","MONOperLEU","ANTI_ESTROGENS",0.5754,750.833333333333
"MONOperLEUxCEREBACC","MONOperLEU","CEREBACC",0.6656,1225.5
"MONOperLEUxCHF","MONOperLEU","CHF",0.4523,2456.33333333333
"MONOperLEUxDVT","MONOperLEU","DVT",0.7899,1324.83333333333
"MONOperLEUxDIAB","MONOperLEU","DIAB",0.3356,2777.33333333333
"MONOperLEUxMI","MONOperLEU","MI",0.0468,3039.33333333333
"MONOperLEUxPULMEMB","MONOperLEU","PULMEMB",0.1989,1845.66666666667
"MONOperLEUxSPINCOMP","MONOperLEU","SPINCOMP",0.6871,540.5
"MONOperLEUxCOPD","MONOperLEU","COPD",0.6214,2321
"MONOperLEUxMHBLOOD","MONOperLEU","MHBLOOD",0.6921,1110.5
"MONOperLEUxMHCARD","MONOperLEU","MHCARD",0.0504,3177.33333333333
"MONOperLEUxMHCONGEN","MONOperLEU","MHCONGEN",0.5455,867.666666666667
"MONOperLEUxMHEAR","MONOperLEU","MHEAR",0.6711,1525.66666666667
"MONOperLEUxMHENDO","MONOperLEU","MHENDO",0.5062,1964.33333333333
"MONOperLEUxMHGASTRO","MONOperLEU","MHGASTRO",0.7083,1462.83333333333
"MONOperLEUxMHHEPATO","MONOperLEU","MHHEPATO",0.7263,1410.33333333333
"MONOperLEUxMHIMMUNE","MONOperLEU","MHIMMUNE",0.8401,1441.66666666667
"MONOperLEUxMHINFECT","MONOperLEU","MHINFECT",0.5173,2003.16666666667
"MONOperLEUxMHINJURY","MONOperLEU","MHINJURY",0.7462,1286
"MONOperLEUxMHINVEST","MONOperLEU","MHINVEST",0.6992,1692
"MONOperLEUxMHMETAB","MONOperLEU","MHMETAB",0.5024,1124.5
"MONOperLEUxMHPSYCH","MONOperLEU","MHPSYCH",0.0601,3002.33333333333
"MONOperLEUxMHRENAL","MONOperLEU","MHRENAL",0.5104,1338.66666666667
"MONOperLEUxMHRESP","MONOperLEU","MHRESP",0.2662,2012
"MONOperLEUxMHSKIN","MONOperLEU","MHSKIN",0.7278,1633
"MONOperLEUxMHVASC","MONOperLEU","MHVASC",0.3376,2347.33333333333
"MONOperLEUxECOG_C","MONOperLEU","ECOG_C",0,3093
"MONOperLEUxRaceAsian","MONOperLEU","RaceAsian",0.6277,796.166666666667
"MONOperLEUxRaceBlack","MONOperLEU","RaceBlack",0.7391,1593
"MONOperLEUxRaceOther","MONOperLEU","RaceOther",0.3522,2668.66666666667
"MONOperLEUxRaceWhite","MONOperLEU","RaceWhite",0.4905,1141.83333333333
"MONOperLEUxRegionAsia","MONOperLEU","RegionAsia",1,445.166666666667
"MONOperLEUxRegionEastEuro","MONOperLEU","RegionEastEuro",0.0226,3016.33333333333
"MONOperLEUxRegionNorthAmer","MONOperLEU","RegionNorthAmer",0.6533,1735.66666666667
"MONOperLEUxRegionSouthAmer","MONOperLEU","RegionSouthAmer",0.6143,1088.66666666667
"MONOperLEUxRegionWestEuro","MONOperLEU","RegionWestEuro",0.6011,651.833333333333
"NEUperLEUxTARGET","NEUperLEU","TARGET",0.0017,3154.33333333333
"NEUperLEUxLYMPH_NODES","NEUperLEU","LYMPH_NODES",0.1205,2086.66666666667
"NEUperLEUxKIDNEYS","NEUperLEU","KIDNEYS",0.5509,894.833333333333
"NEUperLEUxLUNGS","NEUperLEU","LUNGS",0.3439,1084.83333333333
"NEUperLEUxLIVER","NEUperLEU","LIVER",0,3169.33333333333
"NEUperLEUxPLEURA","NEUperLEU","PLEURA",0.1764,2543.33333333333
"NEUperLEUxOTHER","NEUperLEU","OTHER",0.6433,1431.16666666667
"NEUperLEUxPROSTATE","NEUperLEU","PROSTATE",0.7201,971.166666666667
"NEUperLEUxORCHIDECTOMY","NEUperLEU","ORCHIDECTOMY",0.561,1809.66666666667
"NEUperLEUxPROSTATECTOMY","NEUperLEU","PROSTATECTOMY",0.6454,1385.16666666667
"NEUperLEUxLYMPHADENECTOMY","NEUperLEU","LYMPHADENECTOMY",0.6652,772.333333333333
"NEUperLEUxBILATERAL_ORCHIDECTOMY","NEUperLEU","BILATERAL_ORCHIDECTOMY",0.4744,1393.16666666667
"NEUperLEUxPRIOR_RADIOTHERAPY","NEUperLEU","PRIOR_RADIOTHERAPY",0.5833,1886.33333333333
"NEUperLEUxANALGESICS","NEUperLEU","ANALGESICS",4e-04,2725
"NEUperLEUxANTI_ANDROGENS","NEUperLEU","ANTI_ANDROGENS",0.5683,1071.16666666667
"NEUperLEUxGLUCOCORTICOID","NEUperLEU","GLUCOCORTICOID",0.7048,1627.33333333333
"NEUperLEUxGONADOTROPIN","NEUperLEU","GONADOTROPIN",0.73,860.5
"NEUperLEUxBISPHOSPHONATE","NEUperLEU","BISPHOSPHONATE",0.614,2561.33333333333
"NEUperLEUxCORTICOSTEROID","NEUperLEU","CORTICOSTEROID",0.5454,1309
"NEUperLEUxIMIDAZOLE","NEUperLEU","IMIDAZOLE",0.5189,951.166666666667
"NEUperLEUxACE_INHIBITORS","NEUperLEU","ACE_INHIBITORS",0.2179,2052.66666666667
"NEUperLEUxBETA_BLOCKING","NEUperLEU","BETA_BLOCKING",0.7324,1108.33333333333
"NEUperLEUxHMG_COA_REDUCT","NEUperLEU","HMG_COA_REDUCT",0.7345,1743.33333333333
"NEUperLEUxESTROGENS","NEUperLEU","ESTROGENS",0.5141,2030.33333333333
"NEUperLEUxANTI_ESTROGENS","NEUperLEU","ANTI_ESTROGENS",0.5645,1079.33333333333
"NEUperLEUxCEREBACC","NEUperLEU","CEREBACC",0.6292,1933.66666666667
"NEUperLEUxCHF","NEUperLEU","CHF",0.3491,2503.33333333333
"NEUperLEUxDVT","NEUperLEU","DVT",0.6859,2279.66666666667
"NEUperLEUxDIAB","NEUperLEU","DIAB",0.6243,741.5
"NEUperLEUxMI","NEUperLEU","MI",0.0836,2281.33333333333
"NEUperLEUxPULMEMB","NEUperLEU","PULMEMB",0.2621,1968.83333333333
"NEUperLEUxSPINCOMP","NEUperLEU","SPINCOMP",0.5674,1400.33333333333
"NEUperLEUxCOPD","NEUperLEU","COPD",0.7297,1110
"NEUperLEUxMHBLOOD","NEUperLEU","MHBLOOD",0.6782,1420
"NEUperLEUxMHCARD","NEUperLEU","MHCARD",0.1151,2725.66666666667
"NEUperLEUxMHCONGEN","NEUperLEU","MHCONGEN",0.5875,1326.66666666667
"NEUperLEUxMHEAR","NEUperLEU","MHEAR",0.686,1461.33333333333
"NEUperLEUxMHENDO","NEUperLEU","MHENDO",0.541,1674
"NEUperLEUxMHGASTRO","NEUperLEU","MHGASTRO",0.6045,1233.66666666667
"NEUperLEUxMHHEPATO","NEUperLEU","MHHEPATO",0.7531,1577.33333333333
"NEUperLEUxMHIMMUNE","NEUperLEU","MHIMMUNE",0.8791,1535
"NEUperLEUxMHINFECT","NEUperLEU","MHINFECT",0.5739,1518.5
"NEUperLEUxMHINJURY","NEUperLEU","MHINJURY",0.7419,1356.16666666667
"NEUperLEUxMHINVEST","NEUperLEU","MHINVEST",0.7363,1474
"NEUperLEUxMHMETAB","NEUperLEU","MHMETAB",0.5575,610.5
"NEUperLEUxMHPSYCH","NEUperLEU","MHPSYCH",0.194,2404.66666666667
"NEUperLEUxMHRENAL","NEUperLEU","MHRENAL",0.6493,490.833333333333
"NEUperLEUxMHRESP","NEUperLEU","MHRESP",0.5395,678.833333333333
"NEUperLEUxMHSKIN","NEUperLEU","MHSKIN",0.7246,559.5
"NEUperLEUxMHVASC","NEUperLEU","MHVASC",0.3435,1149.83333333333
"NEUperLEUxECOG_C","NEUperLEU","ECOG_C",2e-04,2992.66666666667
"NEUperLEUxRaceAsian","NEUperLEU","RaceAsian",0.534,1650
"NEUperLEUxRaceBlack","NEUperLEU","RaceBlack",0.6956,883.166666666667
"NEUperLEUxRaceOther","NEUperLEU","RaceOther",0.6304,625.166666666667
"NEUperLEUxRaceWhite","NEUperLEU","RaceWhite",0.2561,1813
"NEUperLEUxRegionAsia","NEUperLEU","RegionAsia",1,445.166666666667
"NEUperLEUxRegionEastEuro","NEUperLEU","RegionEastEuro",0.0601,2775.66666666667
"NEUperLEUxRegionNorthAmer","NEUperLEU","RegionNorthAmer",0.4745,2312.33333333333
"NEUperLEUxRegionSouthAmer","NEUperLEU","RegionSouthAmer",0.6375,1695.66666666667
"NEUperLEUxRegionWestEuro","NEUperLEU","RegionWestEuro",0.7094,515.833333333333
"POTxTARGET","POT","TARGET",0.0171,2124.33333333333
"POTxLYMPH_NODES","POT","LYMPH_NODES",0.3118,1081.16666666667
"POTxKIDNEYS","POT","KIDNEYS",0.6175,633.833333333333
"POTxLUNGS","POT","LUNGS",0.3282,1478
"POTxLIVER","POT","LIVER",7e-04,2997
"POTxPLEURA","POT","PLEURA",0.2311,2055.66666666667
"POTxOTHER","POT","OTHER",0.691,802.5
"POTxPROSTATE","POT","PROSTATE",0.6742,1829.66666666667
"POTxORCHIDECTOMY","POT","ORCHIDECTOMY",0.6528,1222.83333333333
"POTxPROSTATECTOMY","POT","PROSTATECTOMY",0.5727,1382.5
"POTxLYMPHADENECTOMY","POT","LYMPHADENECTOMY",0.6643,955
"POTxBILATERAL_ORCHIDECTOMY","POT","BILATERAL_ORCHIDECTOMY",0.5712,889.666666666667
"POTxPRIOR_RADIOTHERAPY","POT","PRIOR_RADIOTHERAPY",0.7064,1536.5
"POTxANALGESICS","POT","ANALGESICS",1e-04,2420
"POTxANTI_ANDROGENS","POT","ANTI_ANDROGENS",0.6591,1082
"POTxGLUCOCORTICOID","POT","GLUCOCORTICOID",0.6988,1026.16666666667
"POTxGONADOTROPIN","POT","GONADOTROPIN",0.4881,2145.33333333333
"POTxBISPHOSPHONATE","POT","BISPHOSPHONATE",0.668,1831
"POTxCORTICOSTEROID","POT","CORTICOSTEROID",0.5203,1917.33333333333
"POTxIMIDAZOLE","POT","IMIDAZOLE",0.5089,933.5
"POTxACE_INHIBITORS","POT","ACE_INHIBITORS",0.1485,2083
"POTxBETA_BLOCKING","POT","BETA_BLOCKING",0.7299,1435.33333333333
"POTxHMG_COA_REDUCT","POT","HMG_COA_REDUCT",0.7291,1299
"POTxESTROGENS","POT","ESTROGENS",0.4341,2544
"POTxANTI_ESTROGENS","POT","ANTI_ESTROGENS",0.5889,773.5
"POTxCEREBACC","POT","CEREBACC",0.6583,1349.5
"POTxCHF","POT","CHF",0.4301,2537.33333333333
"POTxDVT","POT","DVT",0.7505,2251
"POTxDIAB","POT","DIAB",0.5561,1570.66666666667
"POTxMI","POT","MI",0.0844,2526.33333333333
"POTxPULMEMB","POT","PULMEMB",0.2183,1768.16666666667
"POTxSPINCOMP","POT","SPINCOMP",0.6444,981
"POTxCOPD","POT","COPD",0.6367,1904.66666666667
"POTxMHBLOOD","POT","MHBLOOD",0.6339,938.166666666667
"POTxMHCARD","POT","MHCARD",0.1203,2630.33333333333
"POTxMHCONGEN","POT","MHCONGEN",0.5877,1470
"POTxMHEAR","POT","MHEAR",0.6993,1577.66666666667
"POTxMHENDO","POT","MHENDO",0.5385,1708.66666666667
"POTxMHGASTRO","POT","MHGASTRO",0.6815,678.166666666667
"POTxMHHEPATO","POT","MHHEPATO",0.7109,571.166666666667
"POTxMHIMMUNE","POT","MHIMMUNE",0.8577,1852
"POTxMHINFECT","POT","MHINFECT",0.6005,1339.5
"POTxMHINJURY","POT","MHINJURY",0.7481,1235.33333333333
"POTxMHINVEST","POT","MHINVEST",0.7023,1112.16666666667
"POTxMHMETAB","POT","MHMETAB",0.5596,742.666666666667
"POTxMHPSYCH","POT","MHPSYCH",0.125,2484
"POTxMHRENAL","POT","MHRENAL",0.6142,494.833333333333
"POTxMHRESP","POT","MHRESP",0.3315,2241.66666666667
"POTxMHSKIN","POT","MHSKIN",0.7308,1348
"POTxMHVASC","POT","MHVASC",0.2783,1184.5
"POTxECOG_C","POT","ECOG_C",2e-04,2926.66666666667
"POTxRaceAsian","POT","RaceAsian",0.5591,1552.66666666667
"POTxRaceBlack","POT","RaceBlack",0.7001,445.166666666667
"POTxRaceOther","POT","RaceOther",0.4999,1580.33333333333
"POTxRaceWhite","POT","RaceWhite",0.486,1283.66666666667
"POTxRegionAsia","POT","RegionAsia",1,445.166666666667
"POTxRegionEastEuro","POT","RegionEastEuro",0.0761,2290.33333333333
"POTxRegionNorthAmer","POT","RegionNorthAmer",0.5478,1000.16666666667
"POTxRegionSouthAmer","POT","RegionSouthAmer",0.649,800.833333333333
"POTxRegionWestEuro","POT","RegionWestEuro",0.6246,934.333333333333
"BASOperLEUxTARGET","BASOperLEU","TARGET",0.2203,2250.66666666667
"BASOperLEUxLYMPH_NODES","BASOperLEU","LYMPH_NODES",0.6865,1161.16666666667
"BASOperLEUxKIDNEYS","BASOperLEU","KIDNEYS",0.7609,782.166666666667
"BASOperLEUxLUNGS","BASOperLEU","LUNGS",0.4539,1390.83333333333
"BASOperLEUxLIVER","BASOperLEU","LIVER",0.0238,2428
"BASOperLEUxPLEURA","BASOperLEU","PLEURA",0.3503,1102.5
"BASOperLEUxOTHER","BASOperLEU","OTHER",0.7925,1184
"BASOperLEUxPROSTATE","BASOperLEU","PROSTATE",0.66,2127.66666666667
"BASOperLEUxORCHIDECTOMY","BASOperLEU","ORCHIDECTOMY",0.8182,1642.83333333333
"BASOperLEUxPROSTATECTOMY","BASOperLEU","PROSTATECTOMY",0.5466,1804.83333333333
"BASOperLEUxLYMPHADENECTOMY","BASOperLEU","LYMPHADENECTOMY",0.6819,1079.33333333333
"BASOperLEUxBILATERAL_ORCHIDECTOMY","BASOperLEU","BILATERAL_ORCHIDECTOMY",0.7033,968.666666666667
"BASOperLEUxPRIOR_RADIOTHERAPY","BASOperLEU","PRIOR_RADIOTHERAPY",0.7561,1768.83333333333
"BASOperLEUxANALGESICS","BASOperLEU","ANALGESICS",1e-04,3171
"BASOperLEUxANTI_ANDROGENS","BASOperLEU","ANTI_ANDROGENS",0.7493,934.833333333333
"BASOperLEUxGLUCOCORTICOID","BASOperLEU","GLUCOCORTICOID",0.7438,1328.83333333333
"BASOperLEUxGONADOTROPIN","BASOperLEU","GONADOTROPIN",0.3938,1667.83333333333
"BASOperLEUxBISPHOSPHONATE","BASOperLEU","BISPHOSPHONATE",0.7979,1895.66666666667
"BASOperLEUxCORTICOSTEROID","BASOperLEU","CORTICOSTEROID",0.5147,2198
"BASOperLEUxIMIDAZOLE","BASOperLEU","IMIDAZOLE",0.5208,1427.16666666667
"BASOperLEUxACE_INHIBITORS","BASOperLEU","ACE_INHIBITORS",0.0862,2704
"BASOperLEUxBETA_BLOCKING","BASOperLEU","BETA_BLOCKING",0.693,1845.83333333333
"BASOperLEUxHMG_COA_REDUCT","BASOperLEU","HMG_COA_REDUCT",0.8008,1376.66666666667
"BASOperLEUxESTROGENS","BASOperLEU","ESTROGENS",0.2969,2723
"BASOperLEUxANTI_ESTROGENS","BASOperLEU","ANTI_ESTROGENS",0.6246,527.5
"BASOperLEUxCEREBACC","BASOperLEU","CEREBACC",0.7767,1575.66666666667
"BASOperLEUxCHF","BASOperLEU","CHF",0.5381,2438
"BASOperLEUxDVT","BASOperLEU","DVT",0.7628,1070.83333333333
"BASOperLEUxDIAB","BASOperLEU","DIAB",0.4969,2311.66666666667
"BASOperLEUxMI","BASOperLEU","MI",0.0879,2587
"BASOperLEUxPULMEMB","BASOperLEU","PULMEMB",0.487,1593
"BASOperLEUxSPINCOMP","BASOperLEU","SPINCOMP",0.6875,713.833333333333
"BASOperLEUxCOPD","BASOperLEU","COPD",0.7386,2254.66666666667
"BASOperLEUxMHBLOOD","BASOperLEU","MHBLOOD",0.5939,1229.5
"BASOperLEUxMHCARD","BASOperLEU","MHCARD",0.3471,1869.66666666667
"BASOperLEUxMHCONGEN","BASOperLEU","MHCONGEN",0.632,1351.33333333333
"BASOperLEUxMHEAR","BASOperLEU","MHEAR",0.6762,1376
"BASOperLEUxMHENDO","BASOperLEU","MHENDO",0.5127,2547.66666666667
"BASOperLEUxMHGASTRO","BASOperLEU","MHGASTRO",0.7562,1727.66666666667
"BASOperLEUxMHHEPATO","BASOperLEU","MHHEPATO",0.8123,1620.16666666667
"BASOperLEUxMHIMMUNE","BASOperLEU","MHIMMUNE",0.8499,1564
"BASOperLEUxMHINFECT","BASOperLEU","MHINFECT",0.6493,1748.16666666667
"BASOperLEUxMHINJURY","BASOperLEU","MHINJURY",0.7602,962.833333333333
"BASOperLEUxMHINVEST","BASOperLEU","MHINVEST",0.629,2449.33333333333
"BASOperLEUxMHMETAB","BASOperLEU","MHMETAB",0.6593,1300.5
"BASOperLEUxMHPSYCH","BASOperLEU","MHPSYCH",0.1659,1696
"BASOperLEUxMHRENAL","BASOperLEU","MHRENAL",0.7945,1189.5
"BASOperLEUxMHRESP","BASOperLEU","MHRESP",0.7315,2164.66666666667
"BASOperLEUxMHSKIN","BASOperLEU","MHSKIN",0.8012,1834.66666666667
"BASOperLEUxMHVASC","BASOperLEU","MHVASC",0.1651,2296
"BASOperLEUxECOG_C","BASOperLEU","ECOG_C",0.0086,2796
"BASOperLEUxRaceAsian","BASOperLEU","RaceAsian",0.5915,1016.66666666667
"BASOperLEUxRaceBlack","BASOperLEU","RaceBlack",0.7596,1412
"BASOperLEUxRaceOther","BASOperLEU","RaceOther",0.5295,1807.33333333333
"BASOperLEUxRaceWhite","BASOperLEU","RaceWhite",0.8755,1301.16666666667
"BASOperLEUxRegionAsia","BASOperLEU","RegionAsia",1,445.166666666667
"BASOperLEUxRegionEastEuro","BASOperLEU","RegionEastEuro",0.1629,2441.66666666667
"BASOperLEUxRegionNorthAmer","BASOperLEU","RegionNorthAmer",0.5813,1718.83333333333
"BASOperLEUxRegionSouthAmer","BASOperLEU","RegionSouthAmer",0.6123,1059
"BASOperLEUxRegionWestEuro","BASOperLEU","RegionWestEuro",0.5381,874.166666666667
"EOSxTARGET","EOS","TARGET",0.0611,1514.66666666667
"EOSxLYMPH_NODES","EOS","LYMPH_NODES",0.3702,1471.5
"EOSxKIDNEYS","EOS","KIDNEYS",0.6003,1755.5
"EOSxLUNGS","EOS","LUNGS",0.3784,1486.5
"EOSxLIVER","EOS","LIVER",0.0021,2974.33333333333
"EOSxPLEURA","EOS","PLEURA",0.247,2715.66666666667
"EOSxOTHER","EOS","OTHER",0.8203,645.166666666667
"EOSxPROSTATE","EOS","PROSTATE",0.7221,1589.16666666667
"EOSxORCHIDECTOMY","EOS","ORCHIDECTOMY",0.6127,832.5
"EOSxPROSTATECTOMY","EOS","PROSTATECTOMY",0.6741,1298.5
"EOSxLYMPHADENECTOMY","EOS","LYMPHADENECTOMY",0.6067,1229.83333333333
"EOSxBILATERAL_ORCHIDECTOMY","EOS","BILATERAL_ORCHIDECTOMY",0.4742,1546.16666666667
"EOSxPRIOR_RADIOTHERAPY","EOS","PRIOR_RADIOTHERAPY",0.6985,765.166666666667
"EOSxANALGESICS","EOS","ANALGESICS",5e-04,2363.33333333333
"EOSxANTI_ANDROGENS","EOS","ANTI_ANDROGENS",0.831,1507.5
"EOSxGLUCOCORTICOID","EOS","GLUCOCORTICOID",0.7732,827.166666666667
"EOSxGONADOTROPIN","EOS","GONADOTROPIN",0.8922,1367.16666666667
"EOSxBISPHOSPHONATE","EOS","BISPHOSPHONATE",0.7799,1938.66666666667
"EOSxCORTICOSTEROID","EOS","CORTICOSTEROID",0.5378,1606.16666666667
"EOSxIMIDAZOLE","EOS","IMIDAZOLE",0.5698,1247.83333333333
"EOSxACE_INHIBITORS","EOS","ACE_INHIBITORS",0.1814,2524.33333333333
"EOSxBETA_BLOCKING","EOS","BETA_BLOCKING",0.8636,1755.83333333333
"EOSxHMG_COA_REDUCT","EOS","HMG_COA_REDUCT",0.8923,673.333333333333
"EOSxESTROGENS","EOS","ESTROGENS",0.5438,1620
"EOSxANTI_ESTROGENS","EOS","ANTI_ESTROGENS",0.5946,1335
"EOSxCEREBACC","EOS","CEREBACC",0.9119,910.166666666667
"EOSxCHF","EOS","CHF",0.5813,2312.66666666667
"EOSxDVT","EOS","DVT",0.7219,1040.83333333333
"EOSxDIAB","EOS","DIAB",0.6112,1914.16666666667
"EOSxMI","EOS","MI",0.1217,2544.66666666667
"EOSxPULMEMB","EOS","PULMEMB",0.6984,1271.16666666667
"EOSxSPINCOMP","EOS","SPINCOMP",0.6271,591.5
"EOSxCOPD","EOS","COPD",0.6281,2441
"EOSxMHBLOOD","EOS","MHBLOOD",0.5646,1510.5
"EOSxMHCARD","EOS","MHCARD",0.4288,1541.33333333333
"EOSxMHCONGEN","EOS","MHCONGEN",0.69,1566.5
"EOSxMHEAR","EOS","MHEAR",0.6851,1330.33333333333
"EOSxMHENDO","EOS","MHENDO",0.8702,1344.33333333333
"EOSxMHGASTRO","EOS","MHGASTRO",0.7575,1311.5
"EOSxMHHEPATO","EOS","MHHEPATO",0.6217,2036.83333333333
"EOSxMHIMMUNE","EOS","MHIMMUNE",0.9262,1541.66666666667
"EOSxMHINFECT","EOS","MHINFECT",0.4994,2071.83333333333
"EOSxMHINJURY","EOS","MHINJURY",0.7627,1619.5
"EOSxMHINVEST","EOS","MHINVEST",0.7746,1135.83333333333
"EOSxMHMETAB","EOS","MHMETAB",0.6989,734.5
"EOSxMHPSYCH","EOS","MHPSYCH",0.0657,2888.33333333333
"EOSxMHRENAL","EOS","MHRENAL",0.6758,897.5
"EOSxMHRESP","EOS","MHRESP",0.6568,1340.5
"EOSxMHSKIN","EOS","MHSKIN",0.7897,1876.83333333333
"EOSxMHVASC","EOS","MHVASC",0.6169,700.5
"EOSxECOG_C","EOS","ECOG_C",4e-04,2753
"EOSxRaceAsian","EOS","RaceAsian",0.5638,637.833333333333
"EOSxRaceBlack","EOS","RaceBlack",0.7148,1623.5
"EOSxRaceOther","EOS","RaceOther",0.7378,1349.16666666667
"EOSxRaceWhite","EOS","RaceWhite",0.7173,923.166666666667
"EOSxRegionAsia","EOS","RegionAsia",1,445.166666666667
"EOSxRegionEastEuro","EOS","RegionEastEuro",0.1855,1655.83333333333
"EOSxRegionNorthAmer","EOS","RegionNorthAmer",0.7626,1165.16666666667
"EOSxRegionSouthAmer","EOS","RegionSouthAmer",0.649,694.833333333333
"EOSxRegionWestEuro","EOS","RegionWestEuro",0.7288,531.833333333333
"EOSperLEUxTARGET","EOSperLEU","TARGET",0.2267,1491.66666666667
"EOSperLEUxLYMPH_NODES","EOSperLEU","LYMPH_NODES",0.5966,1916.33333333333
"EOSperLEUxKIDNEYS","EOSperLEU","KIDNEYS",0.492,2497
"EOSperLEUxLUNGS","EOSperLEU","LUNGS",0.4191,1588
"EOSperLEUxLIVER","EOSperLEU","LIVER",0.0223,2953.66666666667
"EOSperLEUxPLEURA","EOSperLEU","PLEURA",0.3236,2034.16666666667
"EOSperLEUxOTHER","EOSperLEU","OTHER",0.8575,1329.66666666667
"EOSperLEUxPROSTATE","EOSperLEU","PROSTATE",0.6954,1643.66666666667
"EOSperLEUxORCHIDECTOMY","EOSperLEU","ORCHIDECTOMY",0.7511,1085.66666666667
"EOSperLEUxPROSTATECTOMY","EOSperLEU","PROSTATECTOMY",0.6272,1446.5
"EOSperLEUxLYMPHADENECTOMY","EOSperLEU","LYMPHADENECTOMY",0.6473,1121.66666666667
"EOSperLEUxBILATERAL_ORCHIDECTOMY","EOSperLEU","BILATERAL_ORCHIDECTOMY",0.6662,1575
"EOSperLEUxPRIOR_RADIOTHERAPY","EOSperLEU","PRIOR_RADIOTHERAPY",0.775,669.666666666667
"EOSperLEUxANALGESICS","EOSperLEU","ANALGESICS",0.0013,2249
"EOSperLEUxANTI_ANDROGENS","EOSperLEU","ANTI_ANDROGENS",0.8785,1224.33333333333
"EOSperLEUxGLUCOCORTICOID","EOSperLEU","GLUCOCORTICOID",0.7674,1292
"EOSperLEUxGONADOTROPIN","EOSperLEU","GONADOTROPIN",0.5904,1428.16666666667
"EOSperLEUxBISPHOSPHONATE","EOSperLEU","BISPHOSPHONATE",0.7115,2523.66666666667
"EOSperLEUxCORTICOSTEROID","EOSperLEU","CORTICOSTEROID",0.5349,2641
"EOSperLEUxIMIDAZOLE","EOSperLEU","IMIDAZOLE",0.64,1680.33333333333
"EOSperLEUxACE_INHIBITORS","EOSperLEU","ACE_INHIBITORS",0.135,2209.5
"EOSperLEUxBETA_BLOCKING","EOSperLEU","BETA_BLOCKING",0.6893,2176
"EOSperLEUxHMG_COA_REDUCT","EOSperLEU","HMG_COA_REDUCT",0.7451,1679.66666666667
"EOSperLEUxESTROGENS","EOSperLEU","ESTROGENS",0.3851,2688.33333333333
"EOSperLEUxANTI_ESTROGENS","EOSperLEU","ANTI_ESTROGENS",0.563,827.666666666667
"EOSperLEUxCEREBACC","EOSperLEU","CEREBACC",0.8853,1075
"EOSperLEUxCHF","EOSperLEU","CHF",0.6464,2024.66666666667
"EOSperLEUxDVT","EOSperLEU","DVT",0.658,1107.83333333333
"EOSperLEUxDIAB","EOSperLEU","DIAB",0.504,2027.66666666667
"EOSperLEUxMI","EOSperLEU","MI",0.0904,2506.33333333333
"EOSperLEUxPULMEMB","EOSperLEU","PULMEMB",0.663,1590
"EOSperLEUxSPINCOMP","EOSperLEU","SPINCOMP",0.7464,1387
"EOSperLEUxCOPD","EOSperLEU","COPD",0.6214,2195.33333333333
"EOSperLEUxMHBLOOD","EOSperLEU","MHBLOOD",0.6106,1375.16666666667
"EOSperLEUxMHCARD","EOSperLEU","MHCARD",0.292,1955.66666666667
"EOSperLEUxMHCONGEN","EOSperLEU","MHCONGEN",0.5891,2046
"EOSperLEUxMHEAR","EOSperLEU","MHEAR",0.6819,1667
"EOSperLEUxMHENDO","EOSperLEU","MHENDO",0.6343,2449.66666666667
"EOSperLEUxMHGASTRO","EOSperLEU","MHGASTRO",0.7838,1777.33333333333
"EOSperLEUxMHHEPATO","EOSperLEU","MHHEPATO",0.6183,2017.83333333333
"EOSperLEUxMHIMMUNE","EOSperLEU","MHIMMUNE",0.8939,1458.16666666667
